,Year,Type,Country,Area,Location,Activity,Sex ,Injury,Time,Fatal,NotFatal,Species,Season
3417,1969,Unprovoked,USA,Hawaii,"Barbers Point, O'ahu",Scuba diving for lobsters,M,"Abrasions on upper leg, laceration on ankle, scuba tank bitten",Afternoon,0,1,dusky,aut
3439,1969,Unprovoked,USA,Hawaii,"Makaha, O'ahu",Surfing,M,Leg & surfboard bitten,Morning,0,1,white,spr
3420,1969,Unprovoked,USA,California,"Bird Rock, Tomales Point, near Marin County / Sonoma County border",Free diving for abalone,M,Leg & ankle severely bitten,Afternoon,0,1,white,aut
3418,1969,Provoked,AUSTRALIA,New South Wales,"Marineland, Sydney",unknown,M,PROVOKED INCIDENT,unknown,0,1,nurse,aut
3423,1969,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Lacerations to lower leg,unknown,0,1,unknown,sum
3424,1969,Unprovoked,USA,Florida,"St. Petersburg, Pinnellas County",Body surfing,M,Lacerations to right lower leg & left arm and hand,Afternoon,0,1,unknown,sum
3477,1968,Unprovoked,PAPUA NEW GUINEA,Gulf Province,Orokolo Bay,Swimming,M,FATAL Laceration to chest,Afternoon,1,0,unknown,aut
3473,1968,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,unknown,Standing,M,Lower leg severely lacerated,Afternoon,0,1,whaler,spr
3471,1968,Unprovoked,ENGLAND,unknown,unknown,unknown,M,Arm severely lacerated,unknown,0,1,unknown,sum
3487,1968,Unprovoked,MOZAMBIQUE,unknown,unknown,Diving,unknown,No injury,unknown,0,1,unknown,win
3454,1968,Provoked,BAHAMAS,unknown,unknown,unknown,M,Calf injured Recorded as PROVOKED INCIDENT,unknown,0,1,unknown,aut
3464,1968,Unprovoked,USA,California,"Bodega Rock, Sonoma County",Free diving,M,Major injury to torso,Morning,0,1,unknown,sum
3482,1968,Unprovoked,USA,Florida,Palm Beach County,Surfing,M,Foot lacerated,Afternoon,0,1,blue,win
3446,1968,Provoked,AUSTRALIA,New South Wales,"Marineland Aquarium, Manley, Sydney",Feeding mullet to sharks,M,Laceration to finger by a captive shark PROVOKED INCIDENT,Afternoon,0,1,white,win
3479,1968,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Wading & pushing dinghy toward  the shallows,M,Left thigh lacerated,Morning,0,1,unknown,spr
3469,1968,Unprovoked,BAHAMAS,Eleuthera,Spanish Wells ,Spearfishing,M,"Bumped shoulder, bit head",unknown,0,1,unknown,sum
3447,1968,Unprovoked,NEW ZEALAND,South Island,"St. Clair Beach, Dunedin",Surfing,M,"Hit in face by shark, arm abraded, surfboard bitten",Morning,0,1,unknown,win
3459,1968,Unprovoked,USA,Florida,Half mile north of Juno Beach Pier,Playing with a frisbee in the shallows,unknown,"Shark bumped Colleen, the nudged Scott, then bit Frisbee & swam away with it",Morning,0,1,dusky,sum
3465,1968,Unprovoked,USA,Florida,Florida Keys,Wading,M,Abrasions on lower leg,Afternoon,0,1,unknown,sum
3460,1968,Unprovoked,USA,Florida,Okaloosa County,Standing,M,Leg & arm bitten,unknown,0,1,unknown,sum
3483,1968,Unprovoked,AUSTRALIA,Western Australia,Swan River,Swimming,F,Thigh lacerated,Afternoon,0,1,unknown,win
3475,1968,Unprovoked,USA,Florida,"Palm Beach Shores, Riviera Beach, Singer Island, Palm Beach County",unknown,M,"Buttock, both legs & arm bitten",Afternoon,0,1,unknown,spr
3489,1968,Unprovoked,COSTA RICA,Limón Province,Parismina,Swimming after his canoe capsized,M,FATAL,unknown,1,0,unknown,unk
3484,1968,Provoked,NEW ZEALAND,North Island,"Pilot Bay, Mt Maunganui ",Picking up shark by the tail,F,Wrist bitten PROVOKED INCIDENT,unknown,0,1,unknown,win
3488,1968,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Finschafen,Swimming,unknown,FATAL,Afternoon,1,0,unknown,win
3466,1968,Unprovoked,USA,South Carolina,"Stono Inlet, near Charleston, Charleston County",Spearfishing using Scuba,M,Swimfin & knee bitten,unknown,0,1,unknown,sum
3458,1968,Unprovoked,NEW ZEALAND,South Island,Otago Harbor,Spearfishing,M,"FATAL, left leg bitten, femoral artery severed  ",Afternoon,1,0,blacktip,aut
3476,1968,Unprovoked,AUSTRALIA,New South Wales,South Coast,"Diving. Shark swallowed his hand, so he threw his other around the shark and went shark-back riding for 30 yards until the shark opened its jaws",M,Hand lacerated,Afternoon,0,1,unknown,spr
3455,1968,Unprovoked,USA,Florida,"Egmont Key, Hillsborough County",Spearfishing using Scuba,M,Swim fin bitten,unknown,0,1,unknown,aut
3461,1968,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,Swimming,M,Finger severed,unknown,0,1,colored,sum
3462,1968,Unprovoked,MALAYSIA,Johor,Pulau Aur,Leaving the water,unknown,Hand lacerated,unknown,0,1,unknown,sum
3456,1968,Unprovoked,PHILIPPINES,Moro Gulf,unknown,Sinking of the ferryboat Dumaguete ,unknown,Survived,unknown,0,1,unknown,aut
3480,1968,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Surfing,M,Foot lacerated,unknown,0,1,whaler,spr
3467,1968,Unprovoked,BAHAMAS,Great Exuma Island,Children's Bay Cay near Rollerville,Small boat with 2 men onboard hit a submerged coral formation. Men began swimming to shore,M,"FATAL, taken by shark  ",Afternoon,1,0,unknown,sum
3470,1968,Unprovoked,USA,Florida,"Mullet Key, Pinellas County",Clamming,M,Lacerations to lower right leg & andkle,Morning,0,1,unknown,sum
3448,1968,Unprovoked,AUSTRALIA,South Australia,Thistle Island,unknown,M,Survived,unknown,0,1,unknown,win
3463,1968,Unprovoked,COLUMBIA,Magdalena Department,"Makuaka Caño, Taganga",Dynamite fishing,M,Lacerations to head,unknown,0,1,unknown,sum
3478,1968,Provoked,AUSTRALIA,New South Wales,Stockton Bight,unknown,M,Foot lacerated Recorded as PROVOKED INCIDENT,unknown,0,1,whaler,spr
3451,1968,Boating,SOUTH AFRICA,KwaZulu-Natal,Ramsgate,Fishing,M,"Shark leapt into boat, landed on Hlope's back, then bit his left forearm",unknown,0,1,unknown,aut
3452,1968,Unprovoked,PAPUA NEW GUINEA,Madang Province,unknown,Wreck of the Storm King,unknown,Remains recovered days later from shark,unknown,unknown,unknown,white,aut
3485,1968,Unprovoked,AUSTRALIA,South Australia,Cape Jervis,Spearfishing,M,"No injury, speargun bitten",Morning,0,1,unknown,win
3453,1968,Provoked,AUSTRALIA,Western Australia,unknown,unknown,M,Abrasion on shoulder Recorded as PROVOKED INCIDENT,unknown,0,1,unknown,aut
3486,1968,Unprovoked,AUSTRALIA,New South Wales,Brunswick Heads,unknown,unknown,Survived,unknown,0,1,red,win
3449,1968,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Bluff, Durban",Spearfishing,M,"No injury, left elbow & torso bumped by sharks",unknown,0,1,unknown,win
3502,1967,Unprovoked,MEXICO,Veracruz,Veracruz,Swimming,unknown,FATAL,Afternoon,1,0,unknown,aut
3516,1967,Unprovoked,COLUMBIA,unknown,unknown,unknown,M,3 fingers were bitten by a shark,unknown,0,1,unknown,aut
3504,1967,Unprovoked,TONGA,unknown,unknown,Swimming,M,Arm & leg bitten,unknown,0,1,whaler,aut
3525,1967,Provoked,ITALY,Sicily,Stretto di Messina,Fishing boat,M,"No injury to occupants,  harpooned shark sank boat PROVOKED INCIDENT",Afternoon,0,1,unknown,sum
3519,1967,Unprovoked,BAHAMAS,Out Islands,Andros Island,Photographing sharks underwater using Scuba,M,"No injury, shark struck camera",Afternoon,0,1,unknown,sum
3520,1967,Unprovoked,SENEGAL,Cap Vert Peninsula,Hann,Beach seine netting,M,Ankle bitten,Afternoon,0,1,unknown,sum
3528,1967,Provoked,UNITED KINGDOM,Gibraltar,unknown,Fishing,M,Tooth knocked out by hooked shark PROVOKED INCIDENT,unknown,0,1,hammerhead,spr
3497,1967,Provoked,AUSTRALIA,New South Wales,Wollongong,Freediving,M,Recorded as PROVOKED INCIDENT,Afternoon,0,1,white,aut
3498,1967,Unprovoked,AUSTRALIA,Queensland,Surfer's Paradise,unknown,M,Arm lacerated,unknown,0,1,unknown,aut
3492,1967,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,M,Right ankle & foot bitten,unknown,0,1,nurse,win
3521,1967,Unprovoked,USA,Florida,Florida Keys,Snorkeling,M,Foot lacerated,Afternoon,0,1,unknown,sum
3536,1967,Boating,SOUTH AFRICA,Western Cape Province,Melkbosstrand,Fishing for rock lobster,unknown,"Holed & sank boat, 1 man flung into water but ignored by the shark",unknown,0,1,whaler,win
3511,1967,Provoked,USA,California,Ventura,Pulling shark from the water,M,Nipped on shoulder by captive shark PROVOKED INCIDENT,Afternoon,0,1,unknown,sum
3512,1967,Unprovoked,JAPAN,Kagawa Prefecture,Sakaide,unknown,M,FATAL,unknown,1,0,unknown,sum
3513,1967,Unprovoked,ITALY,Liguria," Marinella Sarzana, La Spezia ",Spearfishing on Scuba,M,Minor injuries to face & forearm,unknown,0,1,unknown,sum
3537,1967,Provoked,SOUTH AFRICA,Western Cape Province,Whittle Rock False Bay,Spearfishing Competition,M,"No injury, shark bit support boat, removing pieces of wood after Gerricke shot it  PROVOKED INCIDENT",Afternoon,0,1,unknown,win
3538,1967,Unprovoked,MOZAMBIQUE,Bay of Maputo,Xefina Island,Swimming in the channel,M,Right leg severely lacerated,Afternoon,0,1,unknown,win
3529,1967,Provoked,NEW ZEALAND,North Island,Leigh,Freediving,M,Abrasions to lower leg Recorded as PROVOKED INCIDENT,unknown,0,1,unknown,spr
3530,1967,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paradise Reef,Spearfishing,M,"Punctures in right buttock & thigh, abrasion on right forearm",unknown,0,1,two,spr
3514,1967,Unprovoked,AUSTRALIA,Western Australia,Jurien Bay,"Spearfishing, dived to pick up a float line",M,"FATAL, ""bitten in two""",Morning,1,0,unknown,sum
3494,1967,Unprovoked,FIJI,unknown,unknown,unknown,M,Arm lacerated,unknown,0,1,unknown,win
3503,1967,Unprovoked,USA,Florida,"McArthur Beach, Singer Island, Palm Beach Shores",Standing on sandbar,M,Left foot bitten,unknown,0,1,unknown,aut
3495,1967,Unprovoked,AUSTRALIA,Victoria,"Cheviot Beach, Portsea, Port Phillip Bay",Swimming,M,"FATAL, presumed taken by a shark, body not recovered",Afternoon,1,0,unknown,win
3499,1967,Provoked,FIJI,unknown,unknown,Freediving,M,Hand lacerated by speared shark PROVOKED INCIDENT,unknown,0,1,unknown,aut
3515,1967,Unprovoked,BERMUDA,Hamilton,Hamilton,Floating,F,Right foot abraded & lacerated,Morning,0,1,zambesi,sum
3496,1967,Provoked,USA,unknown,unknown,unknown,M,"Head, shoulder, arm lacerated. Recorded as PROVOKED INCIDENT",Afternoon,0,1,unknown,win
3506,1967,Provoked,ITALY,Brindisi Province,Brindisi,Scuba diving,M,"Diver shot the shark, then it injured his arm and broke his leg with its tail.  PROVOKED INCIDENT",Afternoon,unknown,unknown,unknown,aut
3524,1967,Provoked,USA,Florida,"Key West, Monroe County",Spearfishing,M,"After shark was speared & hit on head, it bit the divers foot  PROVOKED INCIDENT",unknown,0,1,unknown,sum
3526,1967,Provoked,AUSTRALIA,South Australia,Outer Harbor,unknown,M,Thigh abraded & lacerated Recorded as PROVOKED INCIDENT,Afternoon,0,1,unknown,spr
3531,1967,Provoked,AUSTRALIA,Victoria,Geelong,Spearfishing,M,Speared shark lacerated his arm PROVOKED INCIDENT,unknown,0,1,unknown,spr
3527,1967,Provoked,AUSTRALIA,unknown,Aquarium,Feeding a shark,M,Recorded as PROVOKED INCIDENT,unknown,0,1,unknown,spr
3533,1967,Unprovoked,NEW ZEALAND,South Island,St. Kilda Beach,Lifesaving drill,M,"FATAL, seen taken by a shark ",Afternoon,1,0,white,spr
3507,1967,Provoked,PAPUA NEW GUINEA,New Ireland Province,unknown,Diving,unknown,"No details, listed as PROVOKED INCIDENT",unknown,unknown,unknown,white,aut
3508,1967,Unprovoked,USA,Florida,"Key West, Monroe County",Spearfishing,unknown,Survived,Afternoon,0,1,white,aut
3518,1967,Unprovoked,USA,Florida,Near Key West,Spearfishing,M,Shark grasped thigh,unknown,0,1,unknown,sum
3509,1967,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Lambom Island,Spearfishing,M,FATAL,Morning,1,0,unknown,aut
3539,1967,Provoked,AUSTRALIA,Victoria,Goolwa,Splashing,M,Foot bitten when he kicked shark PROVOKED INCIDENT,Afternoon,0,1,unknown,win
3535,1967,Unprovoked,MEXICO,Veracruz,Cabo Rojo,The shrimper Loless Maurine capsized in heavy seas & the men were swimming ashore  ,M,FATAL,unknown,1,0,wobbegong,win
3522,1967,Unprovoked,TURKEY,Mugla Province,Kucukada Island,Spearfishing,M,FATAL,Morning,1,0,white,sum
3500,1967,Unprovoked,PHILIPPINES,Rombion Province,Off Sibuyan Island,Sinking of the M/V Mindoro during a typhoon,unknown,Passengers taken by sharks,unknown,1,0,nurse,aut
3510,1967,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambon Island",Spearfishing,M,FATAL,Morning,1,0,unknown,aut
3534,1967,Unprovoked,PAPUA NEW GUINEA,New Britain,"Barawon Beach, near Rabaul",unknown,M,Leg bitten,unknown,0,1,unknown,spr
3546,1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,unknown,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,F,FATAL,Morning,1,0,unknown,unk
3565,1966,Unprovoked,USA,Florida,"Municipal Bathing area, Riviera Beach, Palm Beach County",Wading,M,"No injury, mother lifted him from the water",Afternoon,0,1,banjo,sum
3583,1966,Unprovoked,AUSTRALIA,New South Wales,"Botany Bay, Sydney",Overturned skiff,M,Survived,unknown,0,1,zambesi,spr
3554,1966,Provoked,USA,Florida,"Florida Keys, Monroe County",Hunting crayfish ,M,Abdomen abraded when he seized shark PROVOKED INCIDENT,unknown,0,1,unknown,aut
3566,1966,Unprovoked,USA,Texas,"South Jetty, Galveston",Diving for sand dollars,M,Dorsum of right foot grazed,unknown,0,1,captive,sum
3540,1966,Unprovoked,AUSTRALIA,Tasmania,"Piccaninny Point, 10 miles from Bicheno",Fishing,M,"6"" laceration to left forearm ",Afternoon,0,1,zambesi,win
3547,1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambom Island",Swimming,F,FATAL,Morning,1,0,unknown,aut
3587,1966,Provoked,SOUTH AFRICA,Western Cape Province,Strandfontein Beach,Helping men land a shark,M,Left leg lacerated by hooked shark  PROVOKED INCIDENT,unknown,0,1,hammerhead,win
3556,1966,Boating,AUSTRALIA,Northern Territory,Darwin Harbour,unknown,M,"No injury to occupant. Shark struck vessel, jamming centreboard",unknown,0,1,unknown,sum
3549,1966,Unprovoked,AUSTRALIA,Queensland,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef","Free diving, carrying speargun",M,Shoulder lacerated,Afternoon,0,1,white,aut
3586,1966,Unprovoked,AUSTRALIA,New South Wales,Coledale Beach,Treading water,M,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",unknown,0,1,unknown,win
3541,1966,Provoked,AUSTRALIA,New South Wales,South West Rocks,Spearfishing,M,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,Morning,0,1,nurse,win
3542,1966,Unprovoked,AUSTRALIA,New South Wales,Trial Bay,Spearfishing,M,Right hand lacerated,Afternoon,0,1,unknown,win
3558,1966,Unprovoked,BAHAMAS,Bimini Islands,unknown,Snorkeling,F,"Survived, no details",Afternoon,0,1,unknown,sum
3543,1966,Unprovoked,SINGAPORE,unknown,Singapore,Wading,M,Thigh bitten,unknown,0,1,unknown,win
3544,1966,Unprovoked,AUSTRALIA,New South Wales,Coogee,Spearfishing,M,Right leg bitten,Afternoon,0,1,wobbegong,win
3588,1966,Unprovoked,INDONESIA,North Sumatra,Near Belawan,wreck of the State Oil Company ship Permina,unknown,Sharks said to have killed some of the 80 people lost,Afternoon,1,0,zambesi,win
